Series Description,"Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
1963-11,7.89,,7.89,75606.92,,75606.92,75954,,37678,37678,34248,3430,,19238,19238,,4587,,,14451,14451,,,,,,,,,,,,,,,,75954,,37678,37678,34248,3430,,19238,19238,,4587,,,14451,14451,,,ND,493.96,,493.96,709,,384,384,268,116,,174,174,,-12,,,163,163,,,,,,,,,,,,,,,,709,,384,384,268,116,,174,174,,-12,,,163,163,,,ND,,,,,,,,,,,,
1963-12,15.47,,15.47,76581.45,,76581.45,77870,,38261,38261,34677,3584,,19557,19557,,4546,,,15506,15506,,,,,,,,,,,,,,,,77870,,38261,38261,34677,3584,,19557,19557,,4546,,,15506,15506,,,22842,974.53,,974.53,1916,,583,583,429,154,,319,319,,-41,,,1055,1055,,,,,,,,,,,,,,,,1916,,583,583,429,154,,319,319,,-41,,,1055,1055,,,186.67,,,,,,,,,,,,
1964-01,13.79,,13.79,77461.36,,77461.36,77404,,38344,38344,34712,3632,,19589,19589,,4494,,,14977,14977,,,,,,,,,,,,,,,,77404,,38344,38344,34712,3632,,19589,19589,,4494,,,14977,14977,,,ND,879.91,,879.91,-466,,83,83,35,48,,32,32,,-52,,,-529,-529,,,,,,,,,,,,,,,,-466,,83,83,35,48,,32,32,,-52,,,-529,-529,,,ND,,,,,,,,,,,,
1964-02,13.55,,13.55,78336.23,,78336.23,77327,,38715,38715,35079,3636,,19650,19650,,4529,,,14433,14433,,,,,,,,,,,,,,,,77327,,38715,38715,35079,3636,,19650,19650,,4529,,,14433,14433,,,ND,874.87,,874.87,-77,,371,371,367,4,,61,61,,35,,,-544,-544,,,,,,,,,,,,,,,,-77,,371,371,367,4,,61,61,,35,,,-544,-544,,,ND,,,,,,,,,,,,
1964-03,13.85,,13.85,79240.41,,79240.41,78041,,39129,39129,35503,3626,,19734,19734,,4596,,,14582,14582,,,,,,,,,,,,,,,,78041,,39129,39129,35503,3626,,19734,19734,,4596,,,14582,14582,,,23295,904.18,,904.18,714,,414,414,424,-10,,84,84,,67,,,149,149,,,,,,,,,,,,,,,,714,,414,414,424,-10,,84,84,,67,,,149,149,,,151,,,,,,,,,,,,
1964-04,10.11,,10.11,79908.16,,79908.16,79250,,39802,39802,36192,3610,,19918,19918,,4707,,,14823,14823,,,,,,,,,,,,,,,,79250,,39802,39802,36192,3610,,19918,19918,,4707,,,14823,14823,,,ND,667.75,,667.75,1209,,673,673,689,-16,,184,184,,111,,,241,241,,,,,,,,,,,,,,,,1209,,673,673,689,-16,,184,184,,111,,,241,241,,,ND,,,,,,,,,,,,
1964-05,13.91,,13.91,80834.52,,80834.52,80820,,40693,40693,36907,3786,,20167,20167,,4755,,,15205,15205,,,,,,,,,,,,,,,,80820,,40693,40693,36907,3786,,20167,20167,,4755,,,15205,15205,,,ND,926.36,,926.36,1570,,891,891,715,176,,249,249,,48,,,382,382,,,,,,,,,,,,,,,,1570,,891,891,715,176,,249,249,,48,,,382,382,,,ND,,,,,,,,,,,,
1964-06,8.81,,8.81,81428.18,,81428.18,81812,,41172,41172,37642,3530,,20465,20465,,5001,,,15174,15174,,,,,,,,,,,,,,,,81812,,41172,41172,37642,3530,,20465,20465,,5001,,,15174,15174,,,24758,593.66,,593.66,992,,479,479,735,-256,,298,298,,246,,,-31,-31,,,,,,,,,,,,,,,,992,,479,479,735,-256,,298,298,,246,,,-31,-31,,,487.67,,,,,,,,,,,,
1964-07,12.77,,12.77,82294.5,,82294.5,82485,,41449,41449,38075,3374,,20717,20717,,5170,,,15149,15149,,,,,,,,,,,,,,,,82485,,41449,41449,38075,3374,,20717,20717,,5170,,,15149,15149,,,ND,866.32,,866.32,673,,277,277,433,-156,,252,252,,169,,,-25,-25,,,,,,,,,,,,,,,,673,,277,277,433,-156,,252,252,,169,,,-25,-25,,,ND,,,,,,,,,,,,
1964-08,9.89,,9.89,82973.05,,82973.05,83398,,42103,42103,38463,3640,,20934,20934,,5163,,,15198,15198,,,,,,,,,,,,,,,,83398,,42103,42103,38463,3640,,20934,20934,,5163,,,15198,15198,,,ND,678.55,,678.55,913,,654,654,388,266,,217,217,,-7,,,49,49,,,,,,,,,,,,,,,,913,,654,654,388,266,,217,217,,-7,,,49,49,,,ND,,,,,,,,,,,,
1964-09,13.72,,13.72,83921.97,,83921.97,84142,,42507,42507,38783,3724,,21073,21073,,5215,,,15347,15347,,,,,,,,,,,,,,,,84142,,42507,42507,38783,3724,,21073,21073,,5215,,,15347,15347,,,25468,948.92,,948.92,744,,404,404,320,84,,139,139,,52,,,149,149,,,,,,,,,,,,,,,,744,,404,404,320,84,,139,139,,52,,,149,149,,,236.67,,,,,,,,,,,,
1964-10,8.7,,8.7,84530.18,,84530.18,84669,,42628,42628,39020,3608,,21198,21198,,5322,,,15521,15521,,,,,,,,,,,,,,,,84669,,42628,42628,39020,3608,,21198,21198,,5322,,,15521,15521,,,ND,608.21,,608.21,527,,121,121,237,-116,,125,125,,107,,,174,174,,,,,,,,,,,,,,,,527,,121,121,237,-116,,125,125,,107,,,174,174,,,ND,,,,,,,,,,,,
1964-11,5.88,,5.88,84944.03,,84944.03,85270,,43007,43007,39185,3822,,21264,21264,,5285,,,15714,15714,,,,,,,,,,,,,,,,85270,,43007,43007,39185,3822,,21264,21264,,5285,,,15714,15714,,,ND,413.85,,413.85,601,,379,379,165,214,,66,66,,-37,,,193,193,,,,,,,,,,,,,,,,601,,379,379,165,214,,66,66,,-37,,,193,193,,,ND,,,,,,,,,,,,
1964-12,14.35,,14.35,85959.57,,85959.57,87352,,43435,43435,39765,3670,,21641,21641,,5437,,,16839,16839,,,,,,,,,,,,,,,,87352,,43435,43435,39765,3670,,21641,21641,,5437,,,16839,16839,,,25817,1015.55,,1015.55,2082,,428,428,580,-152,,377,377,,152,,,1125,1125,,,,,,,,,,,,,,,,2082,,428,428,580,-152,,377,377,,152,,,1125,1125,,,116.33,,,,,,,,,,,,
1965-01,17.07,,17.07,87182.59,,87182.59,87098,,43834,43834,39858,3976,,21663,21663,,5256,,,16345,16345,,,,,,,,,,,,,,,,87098,,43834,43834,39858,3976,,21663,21663,,5256,,,16345,16345,,,ND,1223.02,,1223.02,-254,,399,399,93,306,,22,22,,-181,,,-494,-494,,,,,,,,,,,,,,,,-254,,399,399,93,306,,22,22,,-181,,,-494,-494,,,ND,,,,,,,,,,,,
1965-02,13.34,,13.34,88152.04,,88152.04,87040,,44111,44111,40155,3956,,21774,21774,,5295,,,15860,15860,,,,,,,,,,,,,,,,87040,,44111,44111,40155,3956,,21774,21774,,5295,,,15860,15860,,,ND,969.45,,969.45,-58,,277,277,297,-20,,111,111,,39,,,-485,-485,,,,,,,,,,,,,,,,-58,,277,277,297,-20,,111,111,,39,,,-485,-485,,,ND,,,,,,,,,,,,
1965-03,10.4,,10.4,88916.07,,88916.07,87645,,44650,44650,40682,3968,,21890,21890,,5405,,,15700,15700,,,,,,,,,,,,,,,,87645,,44650,44650,40682,3968,,21890,21890,,5405,,,15700,15700,,,26320,764.03,,764.03,605,,539,539,527,12,,116,116,,110,,,-160,-160,,,,,,,,,,,,,,,,605,,539,539,527,12,,116,116,,110,,,-160,-160,,,167.67,,,,,,,,,,,,
1965-04,15.27,,15.27,90047.41,,90047.41,89340,,45541,45541,41553,3988,,22179,22179,,5554,,,16066,16066,,,,,,,,,,,,,,,,89340,,45541,45541,41553,3988,,22179,22179,,5554,,,16066,16066,,,ND,1131.34,,1131.34,1695,,891,891,871,20,,289,289,,149,,,366,366,,,,,,,,,,,,,,,,1695,,891,891,871,20,,289,289,,149,,,366,366,,,ND,,,,,,,,,,,,
1965-05,11.17,,11.17,90885.88,,90885.88,90824,,46268,46268,42266,4002,,22441,22441,,5711,,,16404,16404,,,,,,,,,,,,,,,,90824,,46268,46268,42266,4002,,22441,22441,,5711,,,16404,16404,,,ND,838.47,,838.47,1484,,727,727,713,14,,262,262,,157,,,338,338,,,,,,,,,,,,,,,,1484,,727,727,713,14,,262,262,,157,,,338,338,,,ND,,,,,,,,,,,,
1965-06,12.47,,12.47,91830.09,,91830.09,92243,,47147,47147,43133,4014,,22747,22747,,5867,,,16482,16482,,,,,,,,,,,,,,,,92243,,47147,47147,43133,4014,,22747,22747,,5867,,,16482,16482,,,27941,944.21,,944.21,1419,,879,879,867,12,,306,306,,156,,,78,78,,,,,,,,,,,,,,,,1419,,879,879,867,12,,306,306,,156,,,78,78,,,540.33,,,,,,,,,,,,
1965-07,11.3,,11.3,92694.63,,92694.63,92928,,47604,47604,43628,3976,,22995,22995,,5963,,,16366,16366,,,,,,,,,,,,,,,,92928,,47604,47604,43628,3976,,22995,22995,,5963,,,16366,16366,,,ND,864.54,,864.54,685,,457,457,495,-38,,248,248,,96,,,-116,-116,,,,,,,,,,,,,,,,685,,457,457,495,-38,,248,248,,96,,,-116,-116,,,ND,,,,,,,,,,,,
1965-08,7.67,,7.67,93287.1,,93287.1,93756,,48033,48033,44073,3960,,23323,23323,,6121,,,16279,16279,,,,,,,,,,,,,,,,93756,,48033,48033,44073,3960,,23323,23323,,6121,,,16279,16279,,,ND,592.47,,592.47,828,,429,429,445,-16,,328,328,,158,,,-87,-87,,,,,,,,,,,,,,,,828,,429,429,445,-16,,328,328,,158,,,-87,-87,,,ND,,,,,,,,,,,,
1965-09,10.8,,10.8,94126.48,,94126.48,94391,,48272,48272,44334,3938,,23408,23408,,6200,,,16511,16511,,,,,,,,,,,,,,,,94391,,48272,48272,44334,3938,,23408,23408,,6200,,,16511,16511,,,28843,839.38,,839.38,635,,239,239,261,-22,,85,85,,79,,,232,232,,,,,,,,,,,,,,,,635,,239,239,261,-22,,85,85,,79,,,232,232,,,300.67,,,,,,,,,,,,
1965-10,8.64,,8.64,94804.53,,94804.53,94979,,48544,48544,44640,3904,,23429,23429,,6265,,,16741,16741,,,,,,,,,,,,,,,,94979,,48544,48544,44640,3904,,23429,23429,,6265,,,16741,16741,,,ND,678.05,,678.05,588,,272,272,306,-34,,21,21,,65,,,230,230,,,,,,,,,,,,,,,,588,,272,272,306,-34,,21,21,,65,,,230,230,,,ND,,,,,,,,,,,,
1965-11,7.6,,7.6,95405.27,,95405.27,95753,,48737,48737,44859,3878,,23516,23516,,6396,,,17104,17104,,,,,,,,,,,,,,,,95753,,48737,48737,44859,3878,,23516,23516,,6396,,,17104,17104,,,ND,600.73,,600.73,774,,193,193,219,-26,,87,87,,131,,,363,363,,,,,,,,,,,,,,,,774,,193,193,219,-26,,87,87,,131,,,363,363,,,ND,,,,,,,,,,,,
1965-12,6.91,,6.91,95954.72,,95954.72,97489,,49070,49070,45212,3858,,23851,23851,,6478,,,18090,18090,,,,,,,,,,,,,,,,97489,,49070,49070,45212,3858,,23851,23851,,6478,,,18090,18090,,,29355,549.46,,549.46,1736,,333,333,353,-20,,335,335,,82,,,986,986,,,,,,,,,,,,,,,,1736,,333,333,353,-20,,335,335,,82,,,986,986,,,170.67,,,,,,,,,,,,
1966-01,13.46,,13.46,97030.72,,97030.72,96922,,49563,49563,45189,4374,,23761,23761,,6155,,,17443,17443,,,,,,,,,,,,,,,,96922,,49563,49563,45189,4374,,23761,23761,,6155,,,17443,17443,,,ND,1075.99,,1075.99,-567,,493,493,-23,516,,-90,-90,,-323,,,-647,-647,,,,,,,,,,,,,,,,-567,,493,493,-23,516,,-90,-90,,-323,,,-647,-647,,,ND,,,,,,,,,,,,
1966-02,9,,9,97758.36,,97758.36,96553,,49777,49777,45405,4372,,23673,23673,,6197,,,16906,16906,,,,,,,,,,,,,,,,96553,,49777,49777,45405,4372,,23673,23673,,6197,,,16906,16906,,,ND,727.64,,727.64,-369,,214,214,216,-2,,-88,-88,,42,,,-537,-537,,,,,,,,,,,,,,,,-369,,214,214,216,-2,,-88,-88,,42,,,-537,-537,,,ND,,,,,,,,,,,,
1966-03,8.45,,8.45,98446.39,,98446.39,97096,,50235,50235,45871,4364,,23642,23642,,6307,,,16912,16912,,,,,,,,,,,,,,,,97096,,50235,50235,45871,4364,,23642,23642,,6307,,,16912,16912,,,29545,688.03,,688.03,543,,458,458,466,-8,,-31,-31,,110,,,6,6,,,,,,,,,,,,,,,,543,,458,458,466,-8,,-31,-31,,110,,,6,6,,,63.33,,,,,,,,,,,,
1966-04,4.37,,4.37,98805.09,,98805.09,98033,,50734,50734,46394,4340,,23709,23709,,6412,,,17178,17178,,,,,,,,,,,,,,,,98033,,50734,50734,46394,4340,,23709,23709,,6412,,,17178,17178,,,ND,358.7,,358.7,937,,499,499,523,-24,,67,67,,105,,,266,266,,,,,,,,,,,,,,,,937,,499,499,523,-24,,67,67,,105,,,266,266,,,ND,,,,,,,,,,,,
1966-05,6.08,,6.08,99305.44,,99305.44,99153,,51257,51257,46905,4352,,23784,23784,,6572,,,17540,17540,,,,,,,,,,,,,,,,99153,,51257,51257,46905,4352,,23784,23784,,6572,,,17540,17540,,,ND,500.34,,500.34,1120,,523,523,511,12,,75,75,,160,,,362,362,,,,,,,,,,,,,,,,1120,,523,523,511,12,,75,75,,160,,,362,362,,,ND,,,,,,,,,,,,
1966-06,5.84,,5.84,99788.67,,99788.67,100205,,51668,51668,47382,4286,,23977,23977,,6762,,,17798,17798,,,,,,,,,,,,,,,,100205,,51668,51668,47382,4286,,23977,23977,,6762,,,17798,17798,,,30553,483.23,,483.23,1052,,411,411,477,-66,,193,193,,190,,,258,258,,,,,,,,,,,,,,,,1052,,411,411,477,-66,,193,193,,190,,,258,258,,,336,,,,,,,,,,,,
1966-07,3.28,,3.28,100061.44,,100061.44,100309,,51854,51854,47650,4204,,24142,24142,,6875,,,17438,17438,,,,,,,,,,,,,,,,100309,,51854,51854,47650,4204,,24142,24142,,6875,,,17438,17438,,,ND,272.77,,272.77,104,,186,186,268,-82,,165,165,,113,,,-360,-360,,,,,,,,,,,,,,,,104,,186,186,268,-82,,165,165,,113,,,-360,-360,,,ND,,,,,,,,,,,,
1966-08,6.3,,6.3,100586.7,,100586.7,101066,,52134,52134,47972,4162,,24300,24300,,7074,,,17558,17558,,,,,,,,,,,,,,,,101066,,52134,52134,47972,4162,,24300,24300,,7074,,,17558,17558,,,ND,525.26,,525.26,757,,280,280,322,-42,,158,158,,199,,,120,120,,,,,,,,,,,,,,,,757,,280,280,322,-42,,158,158,,199,,,120,120,,,ND,,,,,,,,,,,,
1966-09,1.02,,1.02,100672.45,,100672.45,100989,,52007,52007,47919,4088,,24288,24288,,7177,,,17517,17517,,,,,,,,,,,,,,,,100989,,52007,52007,47919,4088,,24288,24288,,7177,,,17517,17517,,,30785,85.75,,85.75,-77,,-127,-127,-53,-74,,-12,-12,,103,,,-41,-41,,,,,,,,,,,,,,,,-77,,-127,-127,-53,-74,,-12,-12,,103,,,-41,-41,,,77.33,,,,,,,,,,,,
1966-10,3.34,,3.34,100953.07,,100953.07,101198,,51914,51914,47900,4014,,24340,24340,,7255,,,17689,17689,,,,,,,,,,,,,,,,101198,,51914,51914,47900,4014,,24340,24340,,7255,,,17689,17689,,,ND,280.62,,280.62,209,,-93,-93,-19,-74,,52,52,,78,,,172,172,,,,,,,,,,,,,,,,209,,-93,-93,-19,-74,,52,52,,78,,,172,172,,,ND,,,,,,,,,,,,
1966-11,5.76,,5.76,101437.35,,101437.35,101838,,51989,51989,47997,3992,,24429,24429,,7396,,,18024,18024,,,,,,,,,,,,,,,,101838,,51989,51989,47997,3992,,24429,24429,,7396,,,18024,18024,,,ND,484.28,,484.28,640,,75,75,97,-22,,89,89,,141,,,335,335,,,,,,,,,,,,,,,,640,,75,75,97,-22,,89,89,,141,,,335,335,,,ND,,,,,,,,,,,,
1966-12,4.15,,4.15,101788.22,,101788.22,103422,,52150,52150,48182,3968,,24796,24796,,7454,,,19022,19022,,,,,,,,,,,,,,,,103422,,52150,52150,48182,3968,,24796,24796,,7454,,,19022,19022,,,30992,350.87,,350.87,1584,,161,161,185,-24,,367,367,,58,,,998,998,,,,,,,,,,,,,,,,1584,,161,161,185,-24,,367,367,,58,,,998,998,,,69,,,,,,,,,,,,
1967-01,4.84,,4.84,102198.55,,102198.55,102072,,51916,51916,47964,3952,,24572,24572,,7360,,,18224,18224,,,,,,,,,,,,,,,,102072,,51916,51916,47964,3952,,24572,24572,,7360,,,18224,18224,,,ND,410.33,,410.33,-1350,,-234,-234,-218,-16,,-224,-224,,-94,,,-798,-798,,,,,,,,,,,,,,,,-1350,,-234,-234,-218,-16,,-224,-224,,-94,,,-798,-798,,,ND,,,,,,,,,,,,
1967-02,1.93,,1.93,102362.59,,102362.59,101123,,51820,51820,47868,3952,,24350,24350,,7358,,,17595,17595,,,,,,,,,,,,,,,,101123,,51820,51820,47868,3952,,24350,24350,,7358,,,17595,17595,,,ND,164.04,,164.04,-949,,-96,-96,-96,0,,-222,-222,,-2,,,-629,-629,,,,,,,,,,,,,,,,-949,,-96,-96,-96,0,,-222,-222,,-2,,,-629,-629,,,ND,,,,,,,,,,,,
1967-03,4.33,,4.33,102732.16,,102732.16,101348,,51986,51986,48030,3956,,24212,24212,,7431,,,17719,17719,,,,,,,,,,,,,,,,101348,,51986,51986,48030,3956,,24212,24212,,7431,,,17719,17719,,,30550,369.57,,369.57,225,,166,166,162,4,,-138,-138,,73,,,124,124,,,,,,,,,,,,,,,,225,,166,166,162,4,,-138,-138,,73,,,124,124,,,-147.33,,,,,,,,,,,,
1967-04,1.8,,1.8,102885.94,,102885.94,102056,,52532,52532,48550,3982,,24162,24162,,7483,,,17879,17879,,,,,,,,,,,,,,,,102056,,52532,52532,48550,3982,,24162,24162,,7483,,,17879,17879,,,ND,153.78,,153.78,708,,546,546,520,26,,-50,-50,,52,,,160,160,,,,,,,,,,,,,,,,708,,546,546,520,26,,-50,-50,,52,,,160,160,,,ND,,,,,,,,,,,,
1967-05,3.1,,3.1,103151.4,,103151.4,102905,,53067,53067,49045,4022,,24110,24110,,7661,,,18067,18067,,,,,,,,,,,,,,,,102905,,53067,53067,49045,4022,,24110,24110,,7661,,,18067,18067,,,ND,265.46,,265.46,849,,535,535,495,40,,-52,-52,,178,,,188,188,,,,,,,,,,,,,,,,849,,535,535,495,40,,-52,-52,,178,,,188,188,,,ND,,,,,,,,,,,,
1967-06,6.86,,6.86,103741.04,,103741.04,104131,,53662,53662,49622,4040,,24212,24212,,7823,,,18434,18434,,,,,,,,,,,,,,,,104131,,53662,53662,49622,4040,,24212,24212,,7823,,,18434,18434,,,31214,589.64,,589.64,1226,,595,595,577,18,,102,102,,162,,,367,367,,,,,,,,,,,,,,,,1226,,595,595,577,18,,102,102,,162,,,367,367,,,221.33,,,,,,,,,,,,
1967-07,4.09,,4.09,104094.25,,104094.25,104333,,54107,54107,50061,4046,,24275,24275,,7847,,,18104,18104,,,,,,,,,,,,,,,,104333,,54107,54107,50061,4046,,24275,24275,,7847,,,18104,18104,,,ND,353.21,,353.21,202,,445,445,439,6,,63,63,,24,,,-330,-330,,,,,,,,,,,,,,,,202,,445,445,439,6,,63,63,,24,,,-330,-330,,,ND,,,,,,,,,,,,
1967-08,6.72,,6.72,104677.52,,104677.52,105152,,54605,54605,50541,4064,,24361,24361,,8030,,,18156,18156,,,,,,,,,,,,,,,,105152,,54605,54605,50541,4064,,24361,24361,,8030,,,18156,18156,,,ND,583.27,,583.27,819,,498,498,480,18,,86,86,,183,,,52,52,,,,,,,,,,,,,,,,819,,498,498,480,18,,86,86,,183,,,52,52,,,ND,,,,,,,,,,,,
