Series Description,"Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
1967-09,5.67,,5.67,105172.29,,105172.29,105544,,54931,54931,50851,4080,,24274,24274,,8064,,,18275,18275,,,,,,,,,,,,,,,,105544,,54931,54931,50851,4080,,24274,24274,,8064,,,18275,18275,,,31251,494.77,,494.77,392,,326,326,310,16,,-87,-87,,34,,,119,119,,,,,,,,,,,,,,,,392,,326,326,310,16,,-87,-87,,34,,,119,119,,,12.33,,,,,,,,,,,,
1967-10,3.06,,3.06,105440.72,,105440.72,105777,,55156,55156,51064,4092,,24261,24261,,8122,,,18238,18238,,,,,,,,,,,,,,,,105777,,55156,55156,51064,4092,,24261,24261,,8122,,,18238,18238,,,ND,268.43,,268.43,233,,225,225,213,12,,-13,-13,,58,,,-37,-37,,,,,,,,,,,,,,,,233,,225,225,213,12,,-13,-13,,58,,,-37,-37,,,ND,,,,,,,,,,,,
1967-11,9.74,,9.74,106296.61,,106296.61,106779,,55474,55474,51354,4120,,24299,24299,,8233,,,18773,18773,,,,,,,,,,,,,,,,106779,,55474,55474,51354,4120,,24299,24299,,8233,,,18773,18773,,,ND,855.89,,855.89,1002,,318,318,290,28,,38,38,,111,,,535,535,,,,,,,,,,,,,,,,1002,,318,318,290,28,,38,38,,111,,,535,535,,,ND,,,,,,,,,,,,
1967-12,6.16,,6.16,106842.64,,106842.64,108567,,55823,55823,51691,4132,,24576,24576,,8287,,,19881,19881,,,,,,,,,,,,,,,,108567,,55823,55823,51691,4132,,24576,24576,,8287,,,19881,19881,,,31131,546.03,,546.03,1788,,349,349,337,12,,277,277,,54,,,1108,1108,,,,,,,,,,,,,,,,1788,,349,349,337,12,,277,277,,54,,,1108,1108,,,-40,,,,,,,,,,,,
1968-01,-15.58,,-15.58,106772.4,1316.77,105455.63,106700,,54813,54813,51193,3620,,24328,24328,,8471,,,19088,19088,,1401,,1401,1401,1401,,,,,,,,,,105299,,53412,53412,49792,3620,,24328,24328,,8471,,,19088,19088,,,ND,-1387.01,,-1387.01,-1867,,-1010,-1010,-498,-512,,-248,-248,,184,,,-793,-793,,,,,,,,,,,,,,,,-3268,,-2411,-2411,-1899,-512,,-248,-248,,184,,,-793,-793,,,ND,,,,,,,,,,,,
1968-02,12.99,38.28,12.68,107928.42,1358.78,106569.64,106726,,55548,55548,51488,4060,,24273,24273,,8314,,,18591,18591,,1418,,1418,1418,1418,,,,,,,,,,105308,,54130,54130,50070,4060,,24273,24273,,8314,,,18591,18591,,,ND,1156.02,42.01,1114.01,26,,735,735,295,440,,-55,-55,,-157,,,-497,-497,,17,,17,17,17,,,,,,,,,,9,,718,718,278,440,,-55,-55,,-157,,,-497,-497,,,ND,,,,,,,,,,,,
1968-03,8.46,47.67,7.96,108689.05,1412.75,107276.3,107272,,56026,56026,51962,4064,,24283,24283,,8395,,,18568,18568,,1439,,1439,1439,1439,,,,,,,,,,105833,,54587,54587,50523,4064,,24283,24283,,8395,,,18568,18568,,,31252,760.63,53.97,706.66,546,,478,478,474,4,,10,10,,81,,,-23,-23,,21,,21,21,21,,,,,,,,,,525,,457,457,453,4,,10,10,,81,,,-23,-23,,,40.33,,,,,,,,,,,,
1968-04,10.03,55.14,9.44,109597.58,1477.66,108119.91,108721,,56893,56893,52849,4044,,24386,24386,,8521,,,18921,18921,,1494,,1494,1494,1494,,,,,,,,,,107227,,55399,55399,51355,4044,,24386,24386,,8521,,,18921,18921,,,ND,908.53,64.91,843.61,1449,,867,867,887,-20,,103,103,,126,,,353,353,,55,,55,55,55,,,,,,,,,,1394,,812,812,832,-20,,103,103,,126,,,353,353,,,ND,,,,,,,,,,,,
1968-05,8.53,49.34,7.98,110377.01,1538.42,108838.59,110031,,57706,57706,53554,4152,,24503,24503,,8738,,,19084,19084,,1536,,1536,1536,1536,,,,,,,,,,108495,,56170,56170,52018,4152,,24503,24503,,8738,,,19084,19084,,,ND,779.43,60.75,718.68,1310,,813,813,705,108,,117,117,,217,,,163,163,,42,,42,42,42,,,,,,,,,,1268,,771,771,663,108,,117,117,,217,,,163,163,,,ND,,,,,,,,,,,,
1968-06,7.51,59.33,6.78,111067.85,1614.48,109453.37,111404,,58431,58431,54327,4104,,24816,24816,,8920,,,19237,19237,,1598,,1598,1598,1598,,,,,,,,,,109806,,56833,56833,52729,4104,,24816,24816,,8920,,,19237,19237,,,32630,690.84,76.06,614.78,1373,,725,725,773,-48,,313,313,,182,,,153,153,,62,,62,62,62,,,,,,,,,,1311,,663,663,711,-48,,313,313,,182,,,153,153,,,459.33,,,,,,,,,,,,
1968-07,11.41,52.91,10.8,112123.7,1685.67,110438.04,112303,,59191,59191,55075,4116,,25070,25070,,9049,,,18993,18993,,1649,,1649,1649,1649,,,,,,,,,,110654,,57542,57542,53426,4116,,25070,25070,,9049,,,18993,18993,,,ND,1055.86,71.19,984.67,899,,760,760,748,12,,254,254,,129,,,-244,-244,,51,,51,51,51,,,,,,,,,,848,,709,709,697,12,,254,254,,129,,,-244,-244,,,ND,,,,,,,,,,,,
1968-08,7.72,59.4,6.93,112844.95,1769.11,111075.84,113283,,60154,60154,55962,4192,,25330,25330,,9248,,,18551,18551,,1719,,1719,1719,1719,,,,,,,,,,111564,,58435,58435,54243,4192,,25330,25330,,9248,,,18551,18551,,,ND,721.25,83.45,637.8,980,,963,963,887,76,,260,260,,199,,,-442,-442,,70,,70,70,70,,,,,,,,,,910,,893,893,817,76,,260,260,,199,,,-442,-442,,,ND,,,,,,,,,,,,
1968-09,9.67,47.9,9.06,113754.24,1839.73,111914.51,114160,,60758,60758,56550,4208,,25322,25322,,9359,,,18721,18721,,1788,,1788,1788,1788,,,,,,,,,,112372,,58970,58970,54762,4208,,25322,25322,,9359,,,18721,18721,,,33583,909.29,70.62,838.67,877,,604,604,588,16,,-8,-8,,111,,,170,170,,69,,69,69,69,,,,,,,,,,808,,535,535,519,16,,-8,-8,,111,,,170,170,,,317.67,,,,,,,,,,,,
1968-10,15.55,75.27,14.57,115228.26,1955.13,113273.13,115603,,61525,61525,57309,4216,,25480,25480,,9482,,,19116,19116,,1881,,1881,1881,1881,,,,,,,,,,113722,,59644,59644,55428,4216,,25480,25480,,9482,,,19116,19116,,,ND,1474.02,115.4,1358.61,1443,,767,767,759,8,,158,158,,123,,,395,395,,93,,93,93,93,,,,,,,,,,1350,,674,674,666,8,,158,158,,123,,,395,395,,,ND,,,,,,,,,,,,
1968-11,10.08,25.83,9.81,116196.05,1997.21,114198.84,116708,,62062,62062,57770,4292,,25642,25642,,9604,,,19400,19400,,1922,,1922,1922,1922,,,,,,,,,,114786,,60140,60140,55848,4292,,25642,25642,,9604,,,19400,19400,,,ND,967.79,42.08,925.71,1105,,537,537,461,76,,162,162,,122,,,284,284,,41,,41,41,41,,,,,,,,,,1064,,496,496,420,76,,162,162,,122,,,284,284,,,ND,,,,,,,,,,,,
1968-12,12.42,26.63,12.18,117399.09,2041.54,115357.55,119324,,62748,62748,58464,4284,,26074,26074,,9731,,,20771,20771,,2105,,2105,2105,2105,,,,,,,,,,117219,,60643,60643,56359,4284,,26074,26074,,9731,,,20771,20771,,,34348,1203.04,44.33,1158.71,2616,,686,686,694,-8,,432,432,,127,,,1371,1371,,183,,183,183,183,,,,,,,,,,2433,,503,503,511,-8,,432,432,,127,,,1371,1371,,,255,,,,,,,,,,,,
1969-01,8.45,56.41,7.6,118225.98,2137.51,116088.47,118149,,62603,62603,58331,4272,,25953,25953,,9690,,,19903,19903,,2271,,2271,2271,2271,,,,,,,,,,115878,,60332,60332,56060,4272,,25953,25953,,9690,,,19903,19903,,,ND,826.9,95.98,730.92,-1175,,-145,-145,-133,-12,,-121,-121,,-41,,,-868,-868,,166,,166,166,166,,,,,,,,,,-1341,,-311,-311,-299,-12,,-121,-121,,-41,,,-868,-868,,,ND,,,,,,,,,,,,
1969-02,12.41,44.25,11.83,119449.04,2216.34,117232.7,118179,,62904,62904,58588,4316,,25959,25959,,9797,,,19519,19519,,2310,,2310,2310,2310,,,,,,,,,,115869,,60594,60594,56278,4316,,25959,25959,,9797,,,19519,19519,,,ND,1223.05,78.82,1144.23,30,,301,301,257,44,,6,6,,107,,,-384,-384,,39,,39,39,39,,,,,,,,,,-9,,262,262,218,44,,6,6,,107,,,-384,-384,,,ND,,,,,,,,,,,,
1969-03,9.87,49.47,9.12,120431.48,2307.7,118123.78,118884,,63529,63529,59197,4332,,25971,25971,,9966,,,19418,19418,,2349,,2349,2349,2349,,,,,,,,,,116535,,61180,61180,56848,4332,,25971,25971,,9966,,,19418,19418,,,34568,982.44,91.36,891.08,705,,625,625,609,16,,12,12,,169,,,-101,-101,,39,,39,39,39,,,,,,,,,,666,,586,586,570,16,,12,12,,169,,,-101,-101,,,73.33,,,,,,,,,,,,
1969-04,10.88,68.05,9.77,121523.69,2438.57,119085.12,120533,,64532,64532,60208,4324,,26159,26159,,10210,,,19632,19632,,2462,,2462,2462,2462,,,,,,,,,,118071,,62070,62070,57746,4324,,26159,26159,,10210,,,19632,19632,,,ND,1092.21,130.87,961.34,1649,,1003,1003,1011,-8,,188,188,,244,,,214,214,,113,,113,113,113,,,,,,,,,,1536,,890,890,898,-8,,188,188,,244,,,214,214,,,ND,,,,,,,,,,,,
1969-05,10.28,76.33,8.93,122564.81,2593.69,119971.12,122130,,65271,65271,60855,4416,,26408,26408,,10495,,,19956,19956,,2586,,2586,2586,2586,,,,,,,,,,119544,,62685,62685,58269,4416,,26408,26408,,10495,,,19956,19956,,,ND,1041.13,155.12,886.01,1597,,739,739,647,92,,249,249,,285,,,324,324,,124,,124,124,124,,,,,,,,,,1473,,615,615,523,92,,249,249,,285,,,324,324,,,ND,,,,,,,,,,,,
1969-06,7.99,62.12,6.82,123380.66,2727.96,120652.71,123675,,66087,66087,61695,4392,,26769,26769,,10776,,,20043,20043,,2698,,2698,2698,2698,,,,,,,,,,120977,,63389,63389,58997,4392,,26769,26769,,10776,,,20043,20043,,,36254,815.85,134.27,681.58,1545,,816,816,840,-24,,361,361,,281,,,87,87,,112,,112,112,112,,,,,,,,,,1433,,704,704,728,-24,,361,361,,281,,,87,87,,,562,,,,,,,,,,,,
1969-07,6.06,59.7,4.85,124003.98,2863.67,121140.31,124144,,66353,66353,62021,4332,,27021,27021,,10937,,,19833,19833,,2803,,2803,2803,2803,,,,,,,,,,121341,,63550,63550,59218,4332,,27021,27021,,10937,,,19833,19833,,,ND,623.32,135.72,487.6,469,,266,266,326,-60,,252,252,,161,,,-210,-210,,105,,105,105,105,,,,,,,,,,364,,161,161,221,-60,,252,252,,161,,,-210,-210,,,ND,,,,,,,,,,,,
1969-08,5.85,55.95,4.67,124608.68,2997.2,121611.48,125061,,66707,66707,62323,4384,,27246,27246,,11186,,,19922,19922,,2919,,2919,2919,2919,,,,,,,,,,122142,,63788,63788,59404,4384,,27246,27246,,11186,,,19922,19922,,,ND,604.7,133.53,471.17,917,,354,354,302,52,,225,225,,249,,,89,89,,116,,116,116,116,,,,,,,,,,801,,238,238,186,52,,225,225,,249,,,89,89,,,ND,,,,,,,,,,,,
1969-09,6.84,64.76,5.41,125319.14,3158.96,122160.18,125813,,67095,67095,62703,4392,,27304,27304,,11361,,,20053,20053,,3081,,3081,3081,3081,,,,,,,,,,122732,,64014,64014,59622,4392,,27304,27304,,11361,,,20053,20053,,,36728,710.45,161.76,548.7,752,,388,388,380,8,,58,58,,175,,,131,131,,162,,162,162,162,,,,,,,,,,590,,226,226,218,8,,58,58,,175,,,131,131,,,158,,,,,,,,,,,,
1969-10,6.71,63.81,5.23,126019.72,3326.94,122692.79,126457,,67331,67331,62951,4380,,27441,27441,,11497,,,20188,20188,,3210,,3210,3210,3210,,,,,,,,,,123247,,64121,64121,59741,4380,,27441,27441,,11497,,,20188,20188,,,ND,700.59,167.98,532.61,644,,236,236,248,-12,,137,137,,136,,,135,135,,129,,129,129,129,,,,,,,,,,515,,107,107,119,-12,,137,137,,136,,,135,135,,,ND,,,,,,,,,,,,
1969-11,5.23,49.42,4.03,126569.23,3463.95,123105.28,127131,,67433,67433,62993,4440,,27575,27575,,11621,,,20502,20502,,3343,,3343,3343,3343,,,,,,,,,,123788,,64090,64090,59650,4440,,27575,27575,,11621,,,20502,20502,,,ND,549.5,137.01,412.49,674,,102,102,42,60,,134,134,,124,,,314,314,,133,,133,133,133,,,,,,,,,,541,,-31,-31,-91,60,,134,134,,124,,,314,314,,,ND,,,,,,,,,,,,
1969-12,5.56,48.81,4.35,127156.18,3604.84,123551.35,129231,,67807,67807,63395,4412,,27846,27846,,11704,,,21874,21874,,3720,,3720,3720,3720,,,,,,,,,,125511,,64087,64087,59675,4412,,27846,27846,,11704,,,21874,21874,,,36946,586.96,140.89,446.07,2100,,374,374,402,-28,,271,271,,83,,,1372,1372,,377,,377,377,377,,,,,,,,,,1723,,-3,-3,25,-28,,271,271,,83,,,1372,1372,,,72.67,,,,,,,,,,,,
1970-01,6.1,29.42,5.42,127802.99,3693.21,124109.78,127760,,67251,67251,62827,4424,,27612,27612,,11898,,,20999,20999,,3909,,3907,3907,3907,,,,,,,2,2,,123851,,63344,63344,58920,4424,,27612,27612,,11898,,,20997,20997,,,ND,646.81,88.38,558.43,-1471,,-556,-556,-568,12,,-234,-234,,194,,,-875,-875,,189,,187,187,187,,,,,,,,,,-1660,,-743,-743,-755,12,,-234,-234,,194,,,-877,-877,,,ND,,,,,,,,,,,,
1970-02,3.64,35.54,2.7,128191.15,3802.58,124388.57,126936,,67039,67039,62595,4444,,27508,27508,,11886,,,20503,20503,,3950,,3948,3948,3948,,,,,,,2,2,,122986,,63091,63091,58647,4444,,27508,27508,,11886,,,20501,20501,,,ND,388.16,109.37,278.79,-824,,-212,-212,-232,20,,-104,-104,,-12,,,-496,-496,,41,,41,41,41,,,,,,,0,0,,-865,,-253,-253,-273,20,,-104,-104,,-12,,,-496,-496,,,ND,,,,,,,,,,,,
1970-03,0.83,33.31,-0.16,128280,3908.14,124371.86,126663,,66922,66922,62526,4396,,27330,27330,,11961,,,20450,20450,,3967,,3965,3965,3965,,,,,,,2,2,,122696,,62957,62957,58561,4396,,27330,27330,,11961,,,20448,20448,,,36119,88.84,105.55,-16.71,-273,,-117,-117,-69,-48,,-178,-178,,75,,,-53,-53,,17,,17,17,17,,,,,,,0,0,,-290,,-134,-134,-86,-48,,-178,-178,,75,,,-53,-53,,,-275.67,,,,,,,,,,,,
1970-04,0.89,38.5,-0.3,128374.72,4033.54,124341.19,127308,,67322,67322,62954,4368,,27361,27361,,12090,,,20535,20535,,4057,,4055,4055,4055,,,,,,,2,2,,123251,,63267,63267,58899,4368,,27361,27361,,12090,,,20533,20533,,,ND,94.73,125.4,-30.67,645,,400,400,428,-28,,31,31,,129,,,85,85,,90,,90,90,90,,,,,,,0,0,,555,,310,310,338,-28,,31,31,,129,,,85,85,,,ND,,,,,,,,,,,,
1970-05,1.49,31.05,0.53,128534.04,4137.9,124396.14,128051,,67748,67748,63324,4424,,27348,27348,,12234,,,20721,20721,,4114,,4112,4112,4112,,,,,,,2,2,,123937,,63636,63636,59212,4424,,27348,27348,,12234,,,20719,20719,,,ND,159.32,104.36,54.95,743,,426,426,370,56,,-13,-13,,144,,,186,186,,57,,57,57,57,,,,,,,0,0,,686,,369,369,313,56,,-13,-13,,144,,,186,186,,,ND,,,,,,,,,,,,
1970-06,6.08,41.23,4.91,129185.43,4280.08,124905.34,129421,,68422,68422,64022,4400,,27543,27543,,12484,,,20972,20972,,4229,,4227,4227,4227,,,,,,,2,2,,125192,,64195,64195,59795,4400,,27543,27543,,12484,,,20970,20970,,,36588,651.39,142.18,509.2,1370,,674,674,698,-24,,195,195,,250,,,251,251,,115,,115,115,115,,,,,,,0,0,,1255,,559,559,583,-24,,195,195,,250,,,251,251,,,156.33,,,,,,,,,,,,
1970-07,6.24,40.04,5.08,129856.91,4422.89,125434.01,129925,,69328,69328,64892,4436,,27237,27237,,12603,,,20757,20757,,4336,,4334,4334,4334,,,,,,,2,2,,125589,,64994,64994,60558,4436,,27237,27237,,12603,,,20755,20755,,,ND,671.48,142.81,528.67,504,,906,906,870,36,,-306,-306,,119,,,-215,-215,,107,,107,107,107,,,,,,,0,0,,397,,799,799,763,36,,-306,-306,,119,,,-215,-215,,,ND,,,,,,,,,,,,
1970-08,3.03,32.42,1.99,130184.6,4542.39,125642.21,130656,,69653,69653,65225,4428,,27452,27452,,12764,,,20787,20787,,4447,,4445,4445,4445,,,,,,,2,2,,126209,,65208,65208,60780,4428,,27452,27452,,12764,,,20785,20785,,,ND,327.7,119.49,208.2,731,,325,325,333,-8,,215,215,,161,,,30,30,,111,,111,111,111,,,,,,,0,0,,620,,214,214,222,-8,,215,215,,161,,,30,30,,,ND,,,,,,,,,,,,
1970-09,6.14,38.11,4.99,130850.83,4686.66,126164.17,131424,,69850,69850,65434,4416,,27525,27525,,12888,,,21161,21161,,4603,,4601,4601,4601,,,,,,,2,2,,126821,,65249,65249,60833,4416,,27525,27525,,12888,,,21159,21159,,,37047,666.23,144.27,521.96,768,,197,197,209,-12,,73,73,,124,,,374,374,,156,,156,156,156,,,,,,,0,0,,612,,41,41,53,-12,,73,73,,124,,,374,374,,,153,,,,,,,,,,,,
1970-10,2.4,38.22,1.07,131113.07,4835.92,126277.15,131582,,69801,69801,65405,4396,,27540,27540,,12908,,,21333,21333,,4686,,4684,4684,4684,,,,,,,2,2,,126896,,65117,65117,60721,4396,,27540,27540,,12908,,,21331,21331,,,ND,262.24,149.26,112.98,158,,-49,-49,-29,-20,,15,15,,20,,,172,172,,83,,83,83,83,,,,,,,0,0,,75,,-132,-132,-112,-20,,15,15,,20,,,172,172,,,ND,,,,,,,,,,,,
1970-11,-2.8,19.62,-3.66,130807.43,4914.97,125892.46,131406,,69581,69581,65137,4444,,27464,27464,,12924,,,21437,21437,,4767,,4765,4765,4765,,,,,,,2,2,,126639,,64816,64816,60372,4444,,27464,27464,,12924,,,21435,21435,,,ND,-305.64,79.06,-384.7,-176,,-220,-220,-268,48,,-76,-76,,16,,,104,104,,81,,81,81,81,,,,,,,0,0,,-257,,-301,-301,-349,48,,-76,-76,,16,,,104,104,,,ND,,,,,,,,,,,,
1970-12,6.83,11.35,6.65,131551.55,4961.46,126590.09,133660,,70069,70069,65625,4444,,27580,27580,,12986,,,23025,23025,,5130,,5128,5128,5128,,,,,,,2,2,,128530,,64941,64941,60497,4444,,27580,27580,,12986,,,23023,23023,,,36325,744.12,46.49,697.63,2254,,488,488,488,0,,116,116,,62,,,1588,1588,,363,,363,363,363,,,,,,,0,0,,1891,,125,125,125,0,,116,116,,62,,,1588,1588,,,-240.67,,,,,,,,,,,,
1971-01,23.83,533.92,3.84,134164.06,7168.98,126995.07,134259,,69864,69864,65428,4436,,27369,27369,,12839,,,24187,24187,,7544,,5142,5142,5142,,,,,,,2402,2402,,126715,,64722,64722,60286,4436,,27369,27369,,12839,,,21785,21785,,,ND,2612.5,2207.52,404.99,599,,-205,-205,-197,-8,,-211,-211,,-147,,,1162,1162,,2414,,14,14,14,,,,,,,2400,2400,,-1815,,-219,-219,-211,-8,,-211,-211,,-147,,,-1238,-1238,,,ND,,,,,,,,,,,,
1971-02,6.88,10.69,6.66,134932.92,7232.87,127700.05,133778,,69955,69955,65479,4476,,27286,27286,,12843,,,23694,23694,,7467,,5093,5093,5093,,,,,,,2374,2374,,126311,,64862,64862,60386,4476,,27286,27286,,12843,,,21320,21320,,,ND,768.87,63.89,704.98,-481,,91,91,51,40,,-83,-83,,4,,,-493,-493,,-77,,-49,-49,-49,,,,,,,-28,-28,,-404,,140,140,100,40,,-83,-83,,4,,,-465,-465,,,ND,,,,,,,,,,,,
